filename,text_lvl,f_grade,f_ease,ari,avg_tokenlength,documentlength_token,documentlength_sentence,avg_sentencelength_char,avg_sentencelength_token,slug,sum_fasttext-wiki-news-subwords-300_linear_reg,avg_fasttext-wiki-news-subwords-300_linear_reg,sum_fasttext-wiki-news-subwords-300_class_logistic_reg,avg_fasttext-wiki-news-subwords-300_class_logistic_reg,sum_fasttext-wiki-news-subwords-300_class_svm,avg_fasttext-wiki-news-subwords-300_class_svm,sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,avg_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,sum_word2vec-google-news-300_linear_reg,avg_word2vec-google-news-300_linear_reg,sum_word2vec-google-news-300_class_logistic_reg,avg_word2vec-google-news-300_class_logistic_reg,sum_word2vec-google-news-300_class_svm,avg_word2vec-google-news-300_class_svm,sum_word2vec-google-news-300_ordinal_logistic_reg,avg_word2vec-google-news-300_ordinal_logistic_reg,sum_glove-wiki-gigaword-300_linear_reg,avg_glove-wiki-gigaword-300_linear_reg,sum_glove-wiki-gigaword-300_class_logistic_reg,avg_glove-wiki-gigaword-300_class_logistic_reg,sum_glove-wiki-gigaword-300_class_svm,avg_glove-wiki-gigaword-300_class_svm,sum_glove-wiki-gigaword-300_ordinal_logistic_reg,avg_glove-wiki-gigaword-300_ordinal_logistic_reg,newsela_sum_fasttext-wiki-news-subwords-300_linear_reg,newsela_avgfasttext-wiki-news-subwords-300_linear_reg,newsela_sum_fasttext-wiki-news-subwords-300_class_logistic_reg,newsela_avgfasttext-wiki-news-subwords-300_class_logistic_reg,newsela_sum_fasttext-wiki-news-subwords-300_class_svm,newsela_avgfasttext-wiki-news-subwords-300_class_svm,newsela_sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,newsela_avgfasttext-wiki-news-subwords-300_ordinal_logistic_reg,newsela_sum_word2vec-google-news-300_linear_reg,newsela_avgword2vec-google-news-300_linear_reg,newsela_sum_word2vec-google-news-300_class_logistic_reg,newsela_avgword2vec-google-news-300_class_logistic_reg,newsela_sum_word2vec-google-news-300_class_svm,newsela_avgword2vec-google-news-300_class_svm,newsela_sum_word2vec-google-news-300_ordinal_logistic_reg,newsela_avgword2vec-google-news-300_ordinal_logistic_reg,newsela_sum_glove-wiki-gigaword-300_linear_reg,newsela_avgglove-wiki-gigaword-300_linear_reg,newsela_sum_glove-wiki-gigaword-300_class_logistic_reg,newsela_avgglove-wiki-gigaword-300_class_logistic_reg,newsela_sum_glove-wiki-gigaword-300_class_svm,newsela_avgglove-wiki-gigaword-300_class_svm,newsela_sum_glove-wiki-gigaword-300_ordinal_logistic_reg,newsela_avgglove-wiki-gigaword-300_ordinal_logistic_reg,fasttext-wiki-news-subwords-300_pairwiseSVM,word2vec-google-news-300_pairwiseSVM,glove-wiki-gigaword-300_pairwiseSVM,grade_level,Original_Index,newsela_fasttext-wiki-news-subwords-300_pairwiseSVM,newsela_word2vec-google-news-300_pairwiseSVM,newsela_glove-wiki-gigaword-300_pairwiseSVM,transread_en_avgfasttext-wiki-news-subwords-300_linear_reg,transread_en_sum_fasttext-wiki-news-subwords-300_linear_reg,transread_en_avgfasttext-wiki-news-subwords-300_class_logistic_reg,transread_en_sum_fasttext-wiki-news-subwords-300_class_logistic_reg,transread_en_avgfasttext-wiki-news-subwords-300_class_svm,transread_en_sum_fasttext-wiki-news-subwords-300_class_svm,transread_en_avgfasttext-wiki-news-subwords-300_ordinal_logistic_reg,transread_en_sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,transread_en_avgword2vec-google-news-300_linear_reg,transread_en_sum_word2vec-google-news-300_linear_reg,transread_en_avgword2vec-google-news-300_class_logistic_reg,transread_en_sum_word2vec-google-news-300_class_logistic_reg,transread_en_avgword2vec-google-news-300_class_svm,transread_en_sum_word2vec-google-news-300_class_svm,transread_en_avgword2vec-google-news-300_ordinal_logistic_reg,transread_en_sum_word2vec-google-news-300_ordinal_logistic_reg,transread_en_avgglove-wiki-gigaword-300_linear_reg,transread_en_sum_glove-wiki-gigaword-300_linear_reg,transread_en_avgglove-wiki-gigaword-300_class_logistic_reg,transread_en_sum_glove-wiki-gigaword-300_class_logistic_reg,transread_en_avgglove-wiki-gigaword-300_class_svm,transread_en_sum_glove-wiki-gigaword-300_class_svm,transread_en_avgglove-wiki-gigaword-300_ordinal_logistic_reg,transread_en_sum_glove-wiki-gigaword-300_ordinal_logistic_reg,transread_en_fasttext-wiki-news-subwords-300_pairwiseSVM,transread_en_word2vec-google-news-300_pairwiseSVM,transread_en_glove-wiki-gigaword-300_pairwiseSVM,glove-wiki-gigaword-300_han_svm,word2vec-google-news-300_han_svm,fasttext-wiki-news-subwords-300_han_svm,fasttext-wiki-news-subwords-300_han_svm_reg,fasttext-wiki-news-subwords-300_han_only_cat,glove-wiki-gigaword-300_han_only_cat,glove-wiki-gigaword-300_han_cat,newsela_bertRank,bert_classification,bert_regression,bertRank,word2vec-google-news-300_han_only_cat,mbertRank,newsela_eng_bert_regression,newsela_mbert_regression,newsela_engbertRank,newsela_mbertRank
WNL New Orleans-adv.txt,Adv-Txt,22.8,31.45,29.6,4.759059745347698,1021,61,96.18032786885246,16.737704918032787,WNL New Orleans,0.223143236666345,-0.8601304356830921,2,0,2,0,1,1,0.4338699494362359,0.6537150606797009,0,0,2,0,2,0,1.17961088883136,1.900927635498876,0,1,2,1,2,1,8.103189305155105,8.730073000889302,10,10,10,10,10,10,7.958255531984244,7.511425114947723,10,10,10,10,10,10,4.258104330334552,6.14316297263678,4,10,6,3,6,5,2.0,2.0,2.0,2,122,2.0,2.0,2.0,0.5219002545756037,-6677.95011946795,0,0,1,0,0,0,0.6318353554987508,-527.3512704824391,0,0,0,0,0,0,0.4969218859125082,-5474.524246865828,0,0,0,0,0,0,2,2,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8965988,2.0,1.6788302659988403,1.974537372589112,1.0,1.9069621562957764,12.150062,12.157377,1.9994141,1.9758632
WNL First high resolution images-adv.txt,Adv-Txt,18.1,38.32,22.5,4.87984496124031,1032,68,89.1470588235294,15.176470588235292,WNL First high resolution images,3.383771256370512,2.038718447514321,2,2,2,2,2,2,0.4987667332074563,2.397082605130749,2,2,2,2,2,2,2.1150491938950724,0.8822512724240301,2,2,2,2,2,2,10.43888698662284,9.660676882247204,10,10,10,10,10,10,10.233168380248244,8.840384808938754,10,10,10,10,10,10,8.667374658900354,8.22379514803633,10,10,10,10,10,10,2.0,2.0,2.0,2,123,2.0,2.0,2.0,0.7797508415482071,-6759.7854205030335,1,0,1,0,1,0,0.6714943392228617,-516.6884328395314,1,0,1,0,1,0,0.6331569104946757,-5710.360954134467,0,0,1,0,0,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.9298773,2.0,2.008821964263916,1.8272664546966555,1.0,1.9063818454742432,12.124489,12.148621,1.9986746,1.0295075
Billionaires-adv.txt,Adv-Txt,35.2,-6.25,44.4,4.851419031719533,599,41,85.36585365853658,14.609756097560975,Billionaires,-0.5417524874853723,0.8668470594823079,2,2,1,2,1,2,0.9623989716012686,3.1666217942566903,1,2,1,2,2,2,-0.5891729789296987,1.311138163679546,2,2,1,2,2,2,7.63512567879559,8.20152370754481,7,10,10,10,6,10,8.420516747588632,9.12629829666484,10,10,10,10,10,10,7.708272420519289,9.233711624092676,10,10,10,10,6,10,2.0,2.0,2.0,2,124,2.0,2.0,2.0,0.1204245216003911,-4339.93148190164,1,0,1,0,1,0,0.8896967924791908,-202.2692095475201,1,0,1,0,1,0,0.377174252355668,-3453.860215625266,1,0,1,0,1,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.9234872,0.0,1.621097207069397,1.975971221923828,1.0,1.9068067073822021,12.149756,12.162386,1.975723,1.9735551
WNL Goodbye fish and chips-adv.txt,Adv-Txt,16.6,52.91,22.4,4.64769647696477,738,34,122.5,21.705882352941178,WNL Goodbye fish and chips,1.810463002197343,1.7857802124631084,2,2,2,2,2,2,3.029852388790831,3.437588976572884,2,2,2,2,2,2,2.5836562347655816,3.124182080076169,2,2,1,2,2,2,9.86347003393934,9.945733891501586,10,10,10,10,10,10,10.243559613793826,10.326796884065718,10,10,10,10,10,10,7.724684117363134,8.072105412279228,10,10,10,10,8,10,2.0,2.0,2.0,2,125,2.0,2.0,2.0,0.8978623872300675,-4760.565398364361,1,0,1,0,1,0,0.5642047426427812,-421.52540972320185,1,0,1,0,1,0,0.6927847298498335,-4167.772950456107,0,0,1,0,0,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.7680063,2.0,1.2157738208770752,1.975607872009277,1.0,1.9069067239761353,12.125979,12.154319,1.8906794,1.7936742
WNL Extreme heat-adv.txt,Adv-Txt,16.3,48.3,21.1,4.7079545454545455,880,63,79.57142857142857,13.968253968253968,WNL Extreme heat,0.9319153153130092,0.80233784315016,2,2,2,2,2,1,1.525436661751023,0.7308597579484841,2,2,2,2,2,1,1.8116206465214235,2.5451031188818067,2,0,2,0,2,1,8.120613256736032,8.206365119392926,10,10,10,10,10,10,8.085182190778232,7.805069474025121,10,10,10,10,10,10,4.83018228244638,5.302286906409455,6,4,5,3,8,5,2.0,2.0,2.0,2,126,2.0,2.0,2.0,0.1665168462542148,-5847.14119138706,0,0,1,0,0,0,0.0818453664754095,-804.0622936433663,0,0,0,0,0,0,-0.0034128119480199,-4993.719366774692,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.9322414,2.0,0.6234384775161743,1.9491314888000488,1.0,1.897834062576294,12.088476,12.13952,1.9535189,1.9209677
WNL Calais Migrants-adv.txt,Adv-Txt,27.9,23.57,36.2,4.493092454835281,941,59,87.57627118644068,15.94915254237288,WNL Calais Migrants,2.7669954425834287,1.9848000628761515,2,0,2,0,2,1,0.8720485807431877,0.2912412783301952,2,0,2,0,2,0,-0.7529100694206958,-1.3678078908496456,1,0,2,0,0,0,8.559414259398629,8.922786369100994,10,10,10,10,10,10,8.813281459318471,8.5200889681553,10,10,10,10,10,10,6.856224214176079,7.236905073041939,4,2,6,2,10,4,2.0,2.0,2.0,2,127,2.0,2.0,2.0,0.0292195974900515,-6797.065312817526,0,0,1,0,0,0,0.1128252789209989,-884.5751175804425,0,0,0,0,0,0,-0.1112185605261366,-5891.149406491323,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.9506937,2.0,1.7803138494491575,1.9725090265274048,1.0,1.9070377349853516,12.116277,12.142144,1.9967601,1.8659922
WNL Wealth therapy-adv.txt,Adv-Txt,11.5,66.2,15.5,4.4918367346938775,980,80,67.0875,12.25,WNL Wealth therapy,-0.3308650502310581,0.8265174276732372,2,0,2,0,2,1,0.6782246948988964,2.5135163819849367,2,0,2,1,2,0,1.2329325503466435,2.6835599761061903,2,0,2,0,2,0,6.657208684834241,6.533412725533494,6,10,6,5,6,5,6.067612629196836,5.66752994560996,5,10,6,4,6,5,7.268312123140976,7.289164926501733,4,3,6,3,9,5,2.0,2.0,2.0,2,128,2.0,2.0,2.0,0.1156220699152132,-6881.7403953920375,0,0,1,0,0,0,0.2595489726991578,-784.7763406132783,0,0,0,0,0,0,-0.0595315917178354,-5790.925581576622,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.59613,2.0,0.8178901076316833,1.0272467136383057,1.0,1.7442545890808105,12.141046,12.180436,1.0151136,0.90221775
WNL How downtown Abbey-adv.txt,Adv-Txt,12.3,53.34,15.1,4.8466386554621845,952,72,77.16666666666667,13.22222222222222,WNL How downtown Abbey,1.683942732966098,1.3323460323239464,2,2,2,2,2,2,3.202206125849373,2.9349218770952987,2,2,2,2,2,2,2.680718677299329,2.1898669684220824,2,2,2,2,2,2,8.385689342551007,9.04325938225629,10,10,10,10,10,10,10.174632222540502,9.680989065728763,10,10,10,10,10,10,7.59799893996985,7.759922454881039,10,10,10,10,9,10,2.0,2.0,2.0,2,129,2.0,2.0,2.0,0.7359187513141716,-6166.504802317136,1,0,1,0,1,0,0.6690335953766263,-467.4957506492582,0,0,1,0,0,0,0.6927532890904882,-4943.947140023433,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.9678149,2.0,1.652554988861084,1.978163719177246,1.0,1.906006097793579,12.116179,12.173308,1.9994068,1.9140182
Gorillas and oil-adv.txt,Adv-Txt,16.6,42.28,21.0,4.971902937420179,783,58,80.53448275862068,13.5,Gorillas and oil,2.124275538900919,2.861559567117172,0,1,1,1,2,2,2.254330972302472,2.5511131725969616,0,2,2,2,2,2,0.6833923131748891,1.361152508799799,1,1,1,2,0,1,8.071532447809872,8.269890849131055,10,10,5,10,10,10,8.942446863727348,9.655689377359048,10,10,10,10,10,10,7.315270439493723,8.835587276963945,10,10,5,10,8,10,2.0,2.0,2.0,2,130,2.0,2.0,2.0,0.3807016089164001,-5412.349950712799,1,0,1,0,1,0,0.912749034203997,-255.33727854761204,1,0,1,0,1,0,0.5087301426497017,-4261.997980398627,0,0,1,0,0,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.9217231,2.0,1.5194519758224487,1.968638062477112,1.0,1.9060837030410767,12.152009,12.175124,1.9983447,1.9385555
Life on Mars-adv.txt,Adv-Txt,20.4,37.75,26.0,4.690451206715635,953,60,90.3,15.883333333333333,Life on Mars,2.35211455295514,2.165579859399661,2,2,2,2,2,1,2.767957271170298,2.203958175268636,1,2,2,2,2,1,2.598746280175807,2.108727846760788,2,2,2,2,2,1,7.088123713308824,6.6476292083482775,6,10,6,10,10,10,7.1137839499671305,6.571692096178036,6,10,6,5,10,10,7.512300662731828,7.420377215410651,10,10,10,10,9,10,2.0,2.0,2.0,2,131,2.0,2.0,2.0,0.051037743798501,-6818.371888591704,0,0,1,0,0,0,0.3993466905515003,-672.351826038673,0,0,0,0,0,0,0.3252618265646685,-5328.826488525158,0,0,0,0,0,0,0,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.2809478,2.0,1.3709391355514526,1.974575638771057,1.0,1.9070509672164917,12.146302,12.172309,1.9865614,1.0442905
Cigarettes-adv.txt,Adv-Txt,34.3,-9.13,43.4,5.224687933425797,721,42,106.73809523809524,17.166666666666668,Cigarettes,3.141307850445082,3.0135758928624314,2,2,1,2,2,2,0.6091728883472984,1.917072581552924,0,2,2,2,2,2,1.9188854556479429,2.3277057896247744,2,2,1,2,2,2,9.291097779118402,10.236314319766352,10,10,10,10,10,10,10.035064959481849,10.32930335886624,10,10,10,10,10,10,6.607693693048988,7.638858667867428,7,7,5,10,8,10,2.0,2.0,2.0,2,132,2.0,2.0,2.0,0.6449020990224348,-4855.986838162177,1,0,1,0,1,0,0.7146147434659319,-345.2187911900488,1,0,1,0,1,0,0.8092875622789535,-3838.671500271183,1,0,1,0,1,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6372569,2.0,1.746018648147583,1.972458481788636,1.0,1.9070253372192383,12.133406,12.160421,1.2945588,1.5412197
Banksy-adv.txt,Adv-Txt,31.0,10.04,39.4,4.628387096774193,775,46,94.7391304347826,16.847826086956523,Banksy,3.755061316105077,3.5932029889159773,2,2,2,2,2,2,2.4218720418732587,1.9477198932005784,2,2,2,2,2,2,2.906759195382688,2.362704731374466,2,2,2,2,2,2,9.774404039319744,9.29069374493844,10,10,10,10,10,10,9.445986861085704,9.157156833020194,10,10,10,10,10,10,9.558196248481892,9.570872153610106,10,10,10,10,10,10,2.0,2.0,2.0,2,133,2.0,2.0,2.0,0.5907818438905741,-5315.448201011192,1,0,1,0,1,0,1.1302408908663193,-117.31153801162876,0,0,1,0,0,0,1.4209540420906794,-3856.502185794125,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9266226,2.0,1.6023435592651367,1.9735609292984009,1.0,1.9070205688476562,12.129819,12.147661,1.2680209,1.8744867
Bolivia-adv.txt,Adv-Txt,22.1,22.55,27.2,5.134708737864078,824,43,117.44186046511628,19.162790697674417,Bolivia,0.8368907632689182,1.6465255280975946,2,2,2,2,2,2,1.6143866579812371,2.079486807855194,2,2,2,2,2,2,2.25542324552831,0.8536878197741249,2,2,2,2,2,2,9.251750590400317,10.692011181478708,10,10,10,10,10,10,8.731249625530587,9.419711175885022,10,10,10,10,10,10,7.880701566922166,9.193396592489936,10,10,10,10,9,10,2.0,2.0,2.0,2,134,2.0,2.0,2.0,0.5315103292306258,-5635.175375138439,1,0,1,0,1,0,1.2676104235637955,-34.82979444591129,1,0,1,0,1,0,1.2158932992518636,-4106.570652823855,1,0,1,0,1,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7879097,2.0,1.6916651725769043,1.9714889526367188,1.0,1.9042917490005493,12.150323,12.160432,1.9976845,1.0064964
Anita-adv.txt,Adv-Txt,17.4,40.25,21.1,4.778835978835978,945,68,80.23529411764706,13.897058823529411,Anita,3.492823932811113,2.354658273502145,2,2,2,2,2,2,2.877571778082078,2.3365352472525744,2,2,2,2,2,2,4.621485922015258,3.071618129718944,2,2,2,2,2,2,9.713320724343983,9.704834945311845,10,10,10,10,10,10,8.933396898780206,8.910312227869301,10,10,10,10,10,10,7.890867990476151,8.166442664335293,10,10,10,10,10,10,2.0,2.0,2.0,2,135,2.0,2.0,2.0,0.4734168668029443,-6509.682051034596,0,0,1,0,0,0,0.6656914170499426,-473.8396190735924,0,0,1,0,0,0,0.4639666078416873,-5507.676422568464,0,0,0,0,0,0,2,2,2,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.6257247,2.0,1.8958425521850584,1.9743752479553225,1.0,1.9063342809677124,12.143451,12.157237,1.9472519,1.5053078
WNL Use of e-cig-adv.txt,Adv-Txt,17.6,44.95,22.2,4.639757820383451,991,50,111.7,19.82,WNL Use of e-cig,3.939844236052625,2.7356294096099534,2,2,2,2,2,2,3.922449681358009,3.029040377792392,1,2,2,2,2,2,4.206475308634208,4.436616250514232,2,2,2,2,2,2,6.733501747487401,7.252764049890493,5,10,6,5,10,5,5.33177276081376,5.683540983242121,7,10,5,5,6,5,9.159583012208088,9.362176604521729,6,10,10,10,10,10,2.0,2.0,2.0,2,136,0.0,0.0,2.0,0.5814977072856653,-6557.850055865877,0,0,1,0,0,0,0.5774317368246601,-546.4423865202356,0,0,0,0,0,0,0.8053177370711353,-4768.551523311302,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8045136,2.0,1.3946489095687866,1.900141954421997,1.0,1.869079351425171,12.120673,12.1573305,1.3350744,1.0065904
WNL Who invented-adv.txt,Adv-Txt,15.0,51.65,19.1,4.664711632453568,1023,58,99.72413793103448,17.637931034482758,WNL Who invented,1.9860239594219065,1.865189844786653,2,2,2,2,2,1,-0.2239421400709913,-0.001150556532933,1,1,2,2,2,1,3.352831402904248,2.6633480603019226,2,2,2,2,2,2,8.860488826836438,8.523790418826799,10,10,10,10,10,10,8.079941168069592,7.206183048663904,10,10,10,10,10,6,6.885726034691487,6.857293838075741,6,10,10,10,9,5,2.0,2.0,2.0,2,137,2.0,2.0,2.0,0.1887567993407586,-7084.499562496064,0,0,1,0,0,0,-0.2719127508755912,-1224.894272252986,0,0,0,0,0,0,0.0499659305278878,-5778.964762102956,0,0,0,0,0,0,2,2,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.936281,2.0,1.2319073677062988,1.965050458908081,1.0,1.9061741828918457,12.100265,12.160625,1.9962335,1.5813539
WNL Loneliness-adv.txt,Adv-Txt,19.9,33.75,25.2,4.975026014568158,961,54,106.22222222222224,17.796296296296298,WNL Loneliness,1.1308711039413235,1.901512898662856,2,2,2,2,2,1,4.322145627350469,3.4352804293466184,2,2,2,2,2,2,1.0259694937200523,2.284541093678202,2,2,2,1,0,2,10.066562794615574,10.036664311666687,10,10,10,10,10,10,10.519064762379625,9.327325988747535,10,10,10,10,10,10,8.118347822198354,8.661098516696256,10,10,10,10,9,10,2.0,2.0,2.0,2,138,2.0,2.0,2.0,0.2936655885494392,-6734.396626473407,1,0,1,0,1,0,0.2232122868923403,-801.6791861861581,0,0,0,0,0,0,0.1564631846308968,-5745.529373085989,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.8123604,2.0,1.665117621421814,1.9723249673843384,1.0,1.9063776731491089,12.164095,12.14804,1.3031714,1.0782771
WNL Pacific Islanders-adv.txt,Adv-Txt,15.6,44.92,18.8,4.792607802874743,974,54,104.37037037037037,18.03703703703704,WNL Pacific Islanders,1.285752892188508,0.9465512619125008,2,2,2,2,2,2,1.7499759046137568,0.3500409754822797,1,2,2,2,1,2,2.925587953277512,1.4582908397839436,1,2,2,2,2,2,7.44879908863109,7.865749714154546,10,10,10,10,10,10,8.192783279009813,8.215680336340288,10,10,10,10,10,10,7.999647869590682,7.595245930346843,10,10,10,10,8,10,2.0,2.0,2.0,2,139,2.0,2.0,2.0,0.7372966865913968,-6529.762926824316,1,0,1,0,1,0,1.243698132480307,-60.58100008354026,1,0,1,0,1,0,0.8185822266452636,-5244.743250600386,0,0,1,0,0,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7355199,2.0,1.5439660549163818,1.967811584472656,1.0,1.9070818424224854,12.136165,12.170455,1.1600342,1.5197383
WNL What is world's-adv.txt,Adv-Txt,15.8,44.21,19.3,4.865530303030303,1056,57,108.64912280701756,18.526315789473685,WNL What is world's,2.697801415143384,2.2482026727032816,2,2,2,2,2,2,5.078074091719321,1.9163686547757024,2,2,2,2,2,2,1.8013112516767906,1.4041934290091849,2,2,2,2,2,2,9.707240950830991,9.028872478582777,10,10,10,10,10,10,10.42273345761463,9.710245727221851,10,10,10,10,10,10,8.62659827079362,8.134679233539469,7,10,10,10,9,10,2.0,2.0,2.0,2,140,2.0,2.0,2.0,1.1589782012832617,-6618.458585680978,1,0,1,0,1,0,1.2678970550551172,-44.5935219163641,1,0,1,0,1,0,0.764829200657247,-5870.209906750059,1,0,1,0,1,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8160949,2.0,1.6842238903045654,1.973304033279419,1.0,1.905660629272461,12.14709,12.166892,1.998244,1.8347921
WNL Bright Future-adv.txt,Adv-Txt,13.7,49.79,17.5,5.013824884792626,868,62,84.11290322580645,14.0,WNL Bright Future,-1.749450274248414,-1.0991265532397287,0,2,2,2,0,2,0.3295806332073843,2.366856624287516,0,2,2,2,0,2,-0.4815022373456683,0.3643975351684734,2,2,2,2,0,2,7.251121350045788,7.191674224880311,5,10,5,5,10,10,8.070180702886649,7.900326844108152,10,10,6,10,10,10,7.944834766008578,8.854955282320061,10,10,10,10,10,10,2.0,2.0,2.0,2,141,2.0,2.0,2.0,0.261587468064973,-6055.825279699631,1,0,1,0,1,0,0.6764713934056523,-430.4132213804319,1,0,1,0,1,0,0.4857263233263005,-4552.203937909545,0,0,0,0,0,0,2,2,2,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.1485488,0.0,1.092132329940796,1.9672861099243164,1.0,1.5496549606323242,12.154061,12.163833,1.2028044,0.52125883
Midlife crisis-adv.txt,Adv-Txt,22.3,27.36,28.1,4.908689248895435,679,47,85.25531914893617,14.4468085106383,Midlife crisis,2.8391287973194923,5.327913040563058,2,2,1,2,2,2,2.7118916696850524,4.380347746929754,2,2,1,2,2,2,0.1997138688956186,2.131548853679364,2,2,1,2,2,2,9.160666013890328,9.549809431504166,10,10,10,10,10,10,8.645094129560906,9.16458818708322,10,10,10,10,10,10,8.266105312857727,9.040794844796594,10,10,10,10,9,10,2.0,2.0,2.0,2,142,2.0,2.0,2.0,0.2956679462934692,-4707.355605562715,1,0,1,0,1,0,0.5518910159620407,-402.8682684576384,1,0,1,0,1,0,0.5916614118891692,-3836.9332867191392,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.6395357,2.0,1.3435020446777344,1.9758474826812744,1.0,1.9067398309707642,12.158309,12.16832,1.3719472,1.9099889
WNL Organic Food-adv.txt,Adv-Txt,17.5,34.53,21.9,5.246294184720639,877,51,107.3529411764706,17.19607843137255,WNL Organic Food,0.9529494481846216,1.6572294024842504,2,1,2,1,1,2,1.84498343242026,2.3240255195120207,2,2,2,2,2,2,1.7533522414011715,1.8694387947375777,2,2,2,2,2,2,10.210795993890647,10.15716316063668,10,10,10,10,10,10,10.499699355094243,10.340007940924158,10,10,10,10,10,10,10.77214290151004,10.503214322058115,10,10,10,10,10,10,2.0,2.0,2.0,2,143,2.0,2.0,2.0,0.4145968871674741,-6065.715400104363,1,0,1,0,1,0,0.5933137128643784,-508.4700352079092,1,0,1,0,1,0,-0.1569179149986705,-5685.813714265943,1,0,1,0,1,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.801569,0.0,0.624711275100708,1.9722352027893064,1.0,1.9061663150787354,12.131352,12.16591,1.4571877,1.9854193
Superbugs-adv.txt,Adv-Txt,11.8,49.35,14.3,5.20655737704918,915,65,87.38461538461539,14.076923076923077,Superbugs,1.238574334082997,0.8980109943668113,2,2,2,2,1,2,0.7896214448769818,-0.0063383393935247,2,2,2,2,2,2,-0.0071638432544416,-1.8998756953558509,1,2,2,2,2,2,8.079580073926394,8.289808738869151,7,10,10,10,10,10,8.109437567637602,8.354725397010181,10,10,7,10,10,10,8.500843822506782,9.252362846332003,10,10,10,10,10,10,2.0,2.0,2.0,2,144,2.0,2.0,2.0,0.34925162351003,-6632.1897555500245,1,0,1,0,1,0,-0.1235734735943421,-1077.658806286605,1,0,1,0,1,0,-0.515302766247677,-6248.65889505593,0,0,1,0,0,0,2,2,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.8531096,2.0,1.653234839439392,1.975655436515808,1.0,1.906930923461914,12.162949,12.172856,1.9629384,1.9159288
Ferguson-adv.txt,Adv-Txt,13.0,56.93,15.5,4.469493278179938,967,59,89.54237288135593,16.389830508474578,Ferguson,1.7100675683656763,0.9835567992111036,2,0,2,0,2,1,0.5161219830601893,1.1400625989053093,1,1,2,1,1,1,1.9018741267829824,1.2600647625232728,1,1,2,0,0,1,9.594597132478569,8.701047627123192,10,10,10,10,10,10,9.563831072603572,8.446390664833594,10,10,10,10,10,10,7.702900391919258,8.06527239388192,10,10,10,10,9,10,2.0,2.0,2.0,2,145,2.0,2.0,2.0,0.2978530089177376,-6939.399802480416,0,0,1,0,0,0,0.2134611010313867,-848.7933575799933,0,0,0,0,0,0,0.363380048952143,-5672.0882410092445,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.9551913,2.0,1.2128103971481323,1.960620164871216,1.0,1.9063808917999268,12.098655,12.165118,1.9531624,1.8813525
WNL Changing India-adv.txt,Adv-Txt,19.3,29.76,23.1,5.0,743,49,90.91836734693878,15.16326530612245,WNL Changing India,3.17250495075849,4.336725143409185,2,2,1,2,2,2,1.2825081050327285,3.3232032096951736,2,2,1,2,2,2,1.1592686312914298,1.6124440447100756,2,2,1,2,0,2,8.307369584705977,9.410667970808634,10,10,10,10,10,10,8.154372164584721,8.83984187600637,10,10,10,10,10,10,7.296074800772871,8.461783642894844,7,10,10,10,8,10,2.0,2.0,2.0,2,146,2.0,2.0,2.0,0.7689342810028181,-4781.506497356436,1,0,1,0,1,0,0.6247136568989686,-387.8824533967613,1,0,1,0,1,0,0.6938597828100415,-3946.336038360258,1,0,1,0,1,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6949637,2.0,1.6258161067962646,1.944407939910889,1.0,1.9051880836486816,12.14134,12.1676855,1.9301412,1.685123
