filename,grade_level,f_grade,f_ease,ari,avg_tokenlength,documentlength_token,documentlength_sentence,avg_sentencelength_char,avg_sentencelength_token,slug,Original_Index,os_eng_bertRank,newsela_bertRank,newsela_eng_bert_regression,newsela_mbert_regression,newsela_engbertRank
1024.html.txt,1,21.3,30.1,27.7,4.98249833,7485,467,95.22055675,16.02783726,1024.html.txt,29,0.9578311,0.98918253,12.146683,12.1721325,0.999729
1025.html.txt,1,19.9,22.92,23.1,5.143152669,7251,352,126.0823864,20.59943182,1025.html.txt,30,0.05491427,0.99182326,12.144814,12.144948,0.999777
1026.html.txt,1,19.9,22.92,23.1,5.143152669,7251,352,126.0823864,20.59943182,1026.html.txt,31,0.05491427,0.99182326,12.144814,12.144948,0.999777
1027.html.txt,1,15.0,51.75,19.8,4.737673831,1582,100,90.35,15.82,1027.html.txt,32,0.96110874,0.9933796,12.063761,12.143939,0.99935097
1028.html.txt,1,15.0,51.75,19.8,4.737673831,1582,100,90.35,15.82,1028.html.txt,33,0.96110874,0.9933796,12.063761,12.143939,0.99935097
1029.html.txt,1,15.7,39.2,19.5,5.148105626,871,57,93.45614035,15.28070175,1029.html.txt,34,0.85492927,0.9922747,12.124946,12.14842,0.9997663
103.html.txt,1,22.5,26.85,29.5,5.110049834,4816,236,124.3389831,20.40677966,103.html.txt,35,0.32621238,0.9940798,12.124754,12.169712,0.9997019
1030.html.txt,1,15.7,39.2,19.5,5.148105626,871,57,93.45614035,15.28070175,1030.html.txt,36,0.85492927,0.9922747,12.124946,12.14842,0.9997663
1031.html.txt,1,20.1,33.14,27.4,5.249747673,8917,546,101.4120879,16.33150183,1031.html.txt,37,0.96241564,0.9935082,12.130376,12.16563,0.9997974
1032.html.txt,1,20.1,33.14,27.4,5.249747673,8917,546,101.4120879,16.33150183,1032.html.txt,38,0.96241564,0.9935082,12.130376,12.16563,0.9997974
1033.html.txt,1,20.1,33.14,27.4,5.249747673,8917,546,101.4120879,16.33150183,1033.html.txt,39,0.96241564,0.9935082,12.130376,12.16563,0.9997974
1034.html.txt,1,17.8,33.82,22.0,5.171026943,5122,233,135.2660944,21.98283262,1034.html.txt,40,0.95666885,0.99291396,12.143134,12.157329,0.9997042
1035.html.txt,1,31.2,-1.21,39.9,5.26559923,14552,627,144.7511962,23.20893142,1035.html.txt,41,0.9152433,0.993722,12.126331,12.1397915,0.9998221
1036.html.txt,1,20.1,33.14,27.4,5.249747673,8917,546,101.4120879,16.33150183,1036.html.txt,42,0.96241564,0.9935082,12.130376,12.16563,0.9997974
1037.html.txt,1,20.1,33.14,27.4,5.249747673,8917,546,101.4120879,16.33150183,1037.html.txt,43,0.96241564,0.9935082,12.130376,12.16563,0.9997974
1038.html.txt,1,15.7,39.2,20.1,5.290285111,9470,533,111.3452158,17.7673546,1038.html.txt,44,0.41695943,0.9933641,12.142254,12.167961,0.9996025
1039.html.txt,1,15.7,39.2,20.1,5.290285111,9470,533,111.3452158,17.7673546,1039.html.txt,45,0.41695943,0.9933641,12.142254,12.167961,0.9996025
104.html.txt,1,19.1,30.27,25.4,5.395460798,11632,751,98.44740346,15.48868176,104.html.txt,46,0.030882375,0.9749655,12.124642,12.176406,0.90824133
1040.html.txt,1,15.5,39.81,20.8,5.459221161,2722,185,94.52432432,14.71351351,1040.html.txt,47,0.060910475,0.9901472,12.129262,12.164341,0.9972892
1041.html.txt,1,15.5,39.81,20.8,5.459221161,2722,185,94.52432432,14.71351351,1041.html.txt,48,0.060910475,0.9901472,12.129262,12.164341,0.9972892
1042.html.txt,1,15.5,39.81,20.8,5.459221161,2722,185,94.52432432,14.71351351,1042.html.txt,49,0.060910475,0.9901472,12.129262,12.164341,0.9972892
1043.html.txt,1,15.5,39.81,20.8,5.459221161,2722,185,94.52432432,14.71351351,1043.html.txt,50,0.060910475,0.9901472,12.129262,12.164341,0.9972892
1044.html.txt,1,22.3,27.46,30.0,5.159966145,11815,727,99.43328748,16.25171939,1044.html.txt,51,0.15166695,0.9883951,12.109463,12.155556,0.9997961
1045.html.txt,1,20.1,22.42,25.5,5.587494167,2143,117,120.2478632,18.31623932,1045.html.txt,52,0.95388675,0.9573807,12.137219,12.154323,0.99980277
1046.html.txt,1,20.1,22.42,25.5,5.587494167,2143,117,120.2478632,18.31623932,1046.html.txt,53,0.95388675,0.9573807,12.137219,12.154323,0.99980277
1047.html.txt,1,24.0,23.1,31.7,5.055922725,1967,141,83.83687943,13.95035461,1047.html.txt,54,0.6631031,0.98606026,12.111678,12.141509,0.99953294
1048.html.txt,1,33.2,-6.28,42.5,5.199094047,9272,485,117.7752577,19.11752577,1048.html.txt,55,0.033927713,0.99346864,12.126544,12.1714945,0.9997526
1049.html.txt,1,23.4,30.03,30.2,4.71221865,1866,104,101.8173077,17.94230769,1049.html.txt,56,0.027243465,0.99565756,12.082157,12.167142,0.9997466
105.html.txt,1,20.9,30.91,28.0,5.190805734,4046,208,119.8365385,19.45192308,105.html.txt,57,0.6126619,0.013931664,12.121898,12.171037,0.9875113
1050.html.txt,1,23.4,24.62,31.0,5.100751697,8248,481,103.9272349,17.14760915,1050.html.txt,58,0.9181882,0.99642134,12.136105,12.1615925,0.999795
1051.html.txt,1,23.4,24.62,31.0,5.100751697,8248,481,103.9272349,17.14760915,1051.html.txt,59,0.9181882,0.99642134,12.136105,12.1615925,0.999795
1052.html.txt,1,18.6,37.0,24.0,4.993035309,6174,354,104.1638418,17.44067797,1052.html.txt,60,0.83215547,0.9959145,12.150268,12.162237,0.9997893
1053.html.txt,1,18.6,37.0,24.0,4.993035309,6174,354,104.1638418,17.44067797,1053.html.txt,61,0.83215547,0.9959145,12.150268,12.162237,0.9997893
1054.html.txt,1,18.6,37.0,24.0,4.993035309,6174,354,104.1638418,17.44067797,1054.html.txt,62,0.83215547,0.9959145,12.150268,12.162237,0.9997893
1055.html.txt,1,18.6,37.0,24.0,4.993035309,6174,354,104.1638418,17.44067797,1055.html.txt,63,0.83215547,0.9959145,12.150268,12.162237,0.9997893
1056.html.txt,1,17.0,41.06,21.7,4.944404847,1403,77,107.8831169,18.22077922,1056.html.txt,64,0.9634858,0.99136084,12.146721,12.150719,0.99969006
1057.html.txt,1,18.6,31.59,23.6,5.187847763,4493,284,97.32042254,15.82042254,1057.html.txt,65,0.034017693,0.994585,12.137438,12.172035,0.99980956
1058.html.txt,1,18.6,31.59,23.6,5.187847763,4493,284,97.32042254,15.82042254,1058.html.txt,66,0.034017693,0.994585,12.137438,12.172035,0.99980956
1059.html.txt,1,19.2,35.48,26.0,5.211739497,15401,911,104.4291987,16.90559824,1059.html.txt,67,0.96459943,0.012417603,12.122956,12.165677,0.9854279
106.html.txt,1,17.1,35.44,21.8,5.192630775,10476,678,95.1519174,15.45132743,106.html.txt,68,0.9261635,0.99378395,12.120324,12.161076,0.99981433
1060.html.txt,1,28.9,10.2,37.8,4.997652582,426,31,81.58064516,13.74193548,1060.html.txt,69,0.543848,0.014117482,12.139907,12.172003,0.97262913
1061.html.txt,1,28.9,10.2,37.8,4.997652582,426,31,81.58064516,13.74193548,1061.html.txt,70,0.543848,0.014117482,12.139907,12.172003,0.97262913
1062.html.txt,1,29.4,3.57,37.8,5.216889117,7792,524,91.73282443,14.87022901,1062.html.txt,71,0.020492949,0.9920712,11.997218,11.924937,0.99885714
1063.html.txt,1,29.4,3.57,37.8,5.216889117,7792,524,91.73282443,14.87022901,1063.html.txt,72,0.020492949,0.9920712,11.997218,11.924937,0.99885714
1064.html.txt,1,18.2,32.6,22.2,4.929824561,2280,171,78.4502924,13.33333333,1064.html.txt,73,0.03807946,0.9914641,12.135557,12.147521,0.99957186
1065.html.txt,1,21.6,29.19,27.0,4.828819353,3803,201,109.7661692,18.92039801,1065.html.txt,74,0.96437365,0.9955584,12.149046,12.164628,0.99980074
1066.html.txt,1,18.2,32.6,22.2,4.929824561,2280,171,78.4502924,13.33333333,1066.html.txt,75,0.03807946,0.9914641,12.135557,12.147521,0.99957186
1067.html.txt,1,21.6,29.19,27.0,4.828819353,3803,201,109.7661692,18.92039801,1067.html.txt,76,0.96437365,0.9955584,12.149046,12.164628,0.99980074
1068.html.txt,1,18.3,37.91,23.5,5.000138389,7226,378,114.1507937,19.11640212,1068.html.txt,77,0.5515443,0.040128864,12.129078,12.166696,0.9926472
1069.html.txt,1,18.3,37.91,23.5,5.000138389,7226,378,114.1507937,19.11640212,1069.html.txt,78,0.5515443,0.040128864,12.129078,12.166696,0.9926472
107.html.txt,1,24.4,11.25,30.2,5.353934459,14983,831,113.9133574,18.03008424,107.html.txt,79,0.5116536,0.99341375,12.12335,12.1527815,0.99972135
1070.html.txt,1,18.3,37.91,23.5,5.000138389,7226,378,114.1507937,19.11640212,1070.html.txt,80,0.5515443,0.040128864,12.129078,12.166696,0.9926472
1071.html.txt,1,18.3,37.91,23.5,5.000138389,7226,378,114.1507937,19.11640212,1071.html.txt,81,0.5515443,0.040128864,12.129078,12.166696,0.9926472
1072.html.txt,1,19.7,28.85,25.5,5.307815889,12449,724,107.8770718,17.19475138,1072.html.txt,82,0.36578172,0.993236,12.144476,12.167428,0.99967456
1073.html.txt,1,19.7,28.85,25.5,5.307815889,12449,724,107.8770718,17.19475138,1073.html.txt,83,0.36578172,0.993236,12.144476,12.167428,0.99967456
1074.html.txt,1,19.7,28.85,25.5,5.307815889,12449,724,107.8770718,17.19475138,1074.html.txt,84,0.36578172,0.993236,12.144476,12.167428,0.99967456
1075.html.txt,1,17.1,35.65,21.1,5.066448341,9466,638,89.44357367,14.8369906,1075.html.txt,85,0.9500756,0.84515065,12.097121,12.171866,0.99971277
1076.html.txt,1,20.9,20.28,25.5,5.343414185,6514,336,122.4672619,19.38690476,1076.html.txt,86,0.9050706,0.9930455,12.1546755,12.159372,0.9998192
1077.html.txt,1,20.3,16.39,25.8,5.886173633,3110,190,112.5421053,16.36842105,1077.html.txt,87,0.94391173,0.98581994,12.146359,12.165368,0.9976496
1078.html.txt,1,20.9,20.28,25.5,5.343414185,6514,336,122.4672619,19.38690476,1078.html.txt,88,0.9050706,0.9930455,12.1546755,12.159372,0.9998192
1079.html.txt,1,20.9,20.28,25.5,5.343414185,6514,336,122.4672619,19.38690476,1079.html.txt,89,0.9050706,0.9930455,12.1546755,12.159372,0.9998192
108.html.txt,1,17.7,34.02,23.1,5.305016795,9229,587,98.56388416,15.72231687,108.html.txt,90,0.91349906,0.99508923,12.122725,12.176626,0.9985305
1080.html.txt,1,17.1,35.65,22.1,5.282986111,6336,408,97.0245098,15.52941176,1080.html.txt,91,0.96526426,0.22413145,12.120169,12.171226,0.08827551
1081.html.txt,1,17.1,35.65,22.1,5.282986111,6336,408,97.0245098,15.52941176,1081.html.txt,92,0.96280634,0.99345773,12.120169,12.171226,0.99979836
1082.html.txt,1,20.4,27.02,26.8,5.425760695,4371,228,122.622807,19.17105263,1082.html.txt,93,0.96193767,0.9925718,12.132986,12.160101,0.9991309
1083.html.txt,1,18.4,37.61,23.6,5.021937843,547,26,126.1923077,21.03846154,1083.html.txt,94,0.026935961,0.112996034,12.128496,12.149571,0.9276528
1084.html.txt,1,18.4,37.61,23.6,5.021937843,547,26,126.1923077,21.03846154,1084.html.txt,95,0.026935961,0.112996034,12.128496,12.149571,0.9276528
1085.html.txt,1,18.4,37.61,23.6,5.021937843,547,26,126.1923077,21.03846154,1085.html.txt,96,0.026935961,0.112996034,12.128496,12.149571,0.9276528
1086.html.txt,1,18.4,37.61,23.6,5.021937843,547,26,126.1923077,21.03846154,1086.html.txt,97,0.026935961,0.112996034,12.128496,12.149571,0.9276528
1087.html.txt,1,20.7,20.69,26.2,5.533253085,6646,354,122.1666667,18.7740113,1087.html.txt,98,0.09285432,0.99447775,12.1509075,12.15834,0.99904364
1088.html.txt,1,29.4,3.57,37.8,5.216889117,7792,524,91.73282443,14.87022901,1088.html.txt,99,0.020492949,0.9920712,11.997218,11.924937,0.99885714
1089.html.txt,1,19.6,29.15,25.4,5.25475,4000,276,90.01086957,14.49275362,1089.html.txt,100,0.027590513,0.9939878,12.103734,12.168834,0.99972004
109.html.txt,1,20.4,26.92,26.3,5.288477634,10753,596,112.8775168,18.04194631,109.html.txt,101,0.93550605,0.9932761,12.135109,12.1701145,0.99980325
1090.html.txt,1,20.1,33.14,27.4,5.249747673,8917,546,101.4120879,16.33150183,1090.html.txt,102,0.96241564,0.9935082,12.130376,12.16563,0.9997974
1091.html.txt,1,19.5,34.56,25.3,5.039089741,10898,548,119.5784672,19.88686131,1091.html.txt,103,0.017140642,0.9934232,12.11462,12.161004,0.9997578
1092.html.txt,1,19.7,34.16,25.3,4.928497836,4853,273,104.8351648,17.77655678,1092.html.txt,104,0.040350538,0.9927313,12.109199,12.170022,0.99951684
1093.html.txt,1,19.4,34.87,26.3,5.212769207,6547,381,106.160105,17.18372703,1093.html.txt,105,0.06563633,0.9869487,12.122435,12.162852,0.9998105
1094.html.txt,1,27.0,9.86,35.1,5.298699046,5765,381,94.66929134,15.1312336,1094.html.txt,106,0.9590018,0.962107,12.108772,12.098808,0.999705
1095.html.txt,1,21.7,18.05,26.8,5.345558422,10852,620,110.4612903,17.50322581,1095.html.txt,107,0.9503539,0.99246055,12.151521,12.162008,0.99980503
1096.html.txt,1,21.7,18.05,26.8,5.345558422,10852,620,110.4612903,17.50322581,1096.html.txt,108,0.9503539,0.99246055,12.151521,12.162008,0.99980503
1097.html.txt,1,22.9,25.94,30.1,5.099060458,9792,559,106.3363148,17.51699463,1097.html.txt,109,0.96417236,0.89367986,12.122389,12.170191,0.9984206
1098.html.txt,1,21.8,17.85,28.8,5.705647176,2001,152,87.65789474,13.16447368,1098.html.txt,110,0.012056665,0.99424887,12.148497,12.161788,0.9977188
1099.html.txt,1,21.8,17.85,28.8,5.705647176,2001,152,87.65789474,13.16447368,1099.html.txt,111,0.012056665,0.99424887,12.148497,12.161788,0.9977188
11.html.txt,1,22.7,26.24,30.6,5.243639529,14936,835,111.1113772,17.88742515,11.html.txt,112,0.9608574,0.99497354,12.154214,12.173339,0.99979085
110.html.txt,1,16.9,46.88,22.9,4.903790087,1372,75,107.4666667,18.29333333,110.html.txt,113,0.9570623,0.99068284,12.119262,12.123478,0.30956393
1100.html.txt,1,21.8,17.85,28.8,5.705647176,2001,152,87.65789474,13.16447368,1100.html.txt,114,0.012056665,0.99424887,12.148497,12.161788,0.9977188
1101.html.txt,1,20.5,26.82,26.6,5.359060403,894,53,106.7358491,16.86792453,1101.html.txt,115,0.9459718,0.99057734,12.132259,12.16471,0.9962574
1102.html.txt,1,29.2,4.08,38.7,5.414168937,1101,81,86.40740741,13.59259259,1102.html.txt,116,0.8820902,0.060925234,12.146324,12.169563,0.9896402
1103.html.txt,1,29.2,4.08,38.7,5.414168937,1101,81,86.40740741,13.59259259,1103.html.txt,117,0.8820902,0.060925234,12.146324,12.169563,0.9896402
1104.html.txt,1,20.5,26.82,26.6,5.359060403,894,53,106.7358491,16.86792453,1104.html.txt,118,0.9459718,0.99057734,12.132259,12.16471,0.9962574
1105.html.txt,1,20.5,26.82,26.6,5.359060403,894,53,106.7358491,16.86792453,1105.html.txt,119,0.9459718,0.99057734,12.132259,12.16471,0.9962574
1106.html.txt,1,20.5,26.82,26.6,5.359060403,894,53,106.7358491,16.86792453,1106.html.txt,120,0.9459718,0.99057734,12.132259,12.16471,0.9962574
1107.html.txt,1,27.7,2.62,35.4,5.568816464,13071,672,127.1130952,19.45089286,1107.html.txt,121,0.47654882,0.99371666,12.115464,12.135466,0.99970716
1108.html.txt,1,27.7,2.62,35.4,5.568816464,13071,672,127.1130952,19.45089286,1108.html.txt,122,0.47654882,0.99371666,12.115464,12.135466,0.99970716
1109.html.txt,1,27.7,2.62,35.4,5.568816464,13071,672,127.1130952,19.45089286,1109.html.txt,123,0.47654882,0.99371666,12.115464,12.135466,0.99970716
111.html.txt,1,40.5,-30.68,51.1,5.384695363,4809,336,91.07738095,14.3125,111.html.txt,124,0.9538542,0.9940135,12.138651,12.149723,0.9998128
1110.html.txt,1,28.7,10.71,37.6,5.071708346,13276,733,109.2401091,18.11186903,1110.html.txt,125,0.87930405,0.020945366,12.153925,12.157383,0.9980046
1111.html.txt,1,27.7,2.62,35.4,5.568816464,13071,672,127.1130952,19.45089286,1111.html.txt,126,0.47654882,0.99371666,12.115464,12.135466,0.99970716
1112.html.txt,1,27.7,2.62,35.4,5.568816464,13071,672,127.1130952,19.45089286,1112.html.txt,127,0.47654882,0.99371666,12.115464,12.135466,0.99970716
1113.html.txt,1,59.1,-68.26,75.9,4.963374991,13843,617,132.9529984,22.43598055,1113.html.txt,128,0.96288943,0.99023986,12.114874,12.170757,0.9874791
1114.html.txt,1,19.5,34.56,25.3,5.039089741,10898,548,119.5784672,19.88686131,1114.html.txt,129,0.017140642,0.9934232,12.11462,12.161004,0.9997578
1115.html.txt,1,19.5,34.56,25.3,5.039089741,10898,548,119.5784672,19.88686131,1115.html.txt,130,0.017140642,0.9934232,12.11462,12.161004,0.9997578
1116.html.txt,1,19.5,34.56,25.3,5.039089741,10898,548,119.5784672,19.88686131,1116.html.txt,131,0.017140642,0.9934232,12.11462,12.161004,0.9997578
1117.html.txt,1,23.8,18.09,30.8,5.271484375,1024,64,99.640625,16.0,1117.html.txt,132,0.9461319,0.9940882,12.09092,12.168282,0.9997719
1118.html.txt,1,19.0,25.26,24.0,5.524763705,2645,151,113.7549669,17.51655629,1118.html.txt,133,0.88049805,0.99456936,12.133003,12.150227,0.9997737
1119.html.txt,1,19.0,25.26,24.0,5.524763705,2645,151,113.7549669,17.51655629,1119.html.txt,134,0.88049805,0.99456936,12.133003,12.150227,0.9997737
112.html.txt,1,40.5,-30.68,51.1,5.384695363,4809,336,91.07738095,14.3125,112.html.txt,135,0.9538542,0.9940135,12.138651,12.149723,0.9998128
1120.html.txt,1,22.4,21.64,28.4,5.196052102,14894,831,110.5631769,17.92298436,1120.html.txt,136,0.018058611,0.9916196,12.124806,12.157837,0.9992716
1121.html.txt,1,20.9,30.91,28.0,5.190805734,4046,208,119.8365385,19.45192308,1121.html.txt,137,0.6126619,0.013931664,12.121898,12.171037,0.9875113
1122.html.txt,1,18.5,37.41,23.0,4.891385768,1602,72,130.8333333,22.25,1122.html.txt,138,0.050936345,0.9842047,12.126468,12.163246,0.9059074
1123.html.txt,1,26.6,16.29,35.2,5.156963245,22827,1171,119.3321947,19.49359522,1123.html.txt,139,0.09835508,0.99222386,12.113544,12.168842,0.9981793
1124.html.txt,1,22.9,25.84,29.7,5.050411523,972,54,108.2777778,18.0,1124.html.txt,140,0.21688853,0.990373,12.140963,12.142183,0.9998079
1125.html.txt,1,19.5,34.77,25.7,5.112955763,9517,504,114.8690476,18.88293651,1125.html.txt,141,0.83433527,0.995285,12.141275,12.161185,0.9997919
1126.html.txt,1,19.5,34.77,25.7,5.112955763,9517,504,114.8690476,18.88293651,1126.html.txt,142,0.83433527,0.995285,12.141275,12.161185,0.9997919
1127.html.txt,1,17.6,39.64,22.6,4.960779287,7802,448,103.2700893,17.41517857,1127.html.txt,143,0.009268049,0.22350328,12.127668,12.142563,0.94231933
1128.html.txt,1,17.6,39.64,22.6,4.960779287,7802,448,103.2700893,17.41517857,1128.html.txt,144,0.009268049,0.22350328,12.127668,12.142563,0.94231933
1129.html.txt,1,17.6,39.64,22.6,4.960779287,7802,448,103.2700893,17.41517857,1129.html.txt,145,0.009268049,0.22350328,12.127668,12.142563,0.94231933
113.html.txt,1,23.5,24.31,30.7,5.095181541,11788,563,127.044405,20.93783304,113.html.txt,146,0.47774282,0.9936014,12.144667,12.164815,0.999747
1130.html.txt,1,17.6,39.64,22.6,4.960779287,7802,448,103.2700893,17.41517857,1130.html.txt,147,0.009268049,0.22350328,12.127668,12.142563,0.94231933
1131.html.txt,1,23.8,18.19,30.5,5.271411985,11197,589,118.582343,19.01018676,1131.html.txt,148,0.2668209,0.99120414,12.115512,12.15242,0.99954563
1132.html.txt,1,27.3,3.64,34.3,5.424483307,7548,440,109.7522727,17.15454545,1132.html.txt,149,0.04252994,0.9934087,12.147886,12.171875,0.99976367
1133.html.txt,1,20.0,28.03,25.1,5.214780941,6779,317,132.5772871,21.38485804,1133.html.txt,150,0.7064985,0.9220529,12.139837,12.144581,0.9932401
1134.html.txt,1,24.6,10.64,30.9,5.47770093,4193,205,131.8926829,20.45365854,1134.html.txt,151,0.13263881,0.9931577,12.144842,12.169588,0.9705878
1135.html.txt,1,16.3,37.57,20.3,5.228500208,7221,314,142.9363057,22.99681529,1135.html.txt,152,0.012811072,0.99032533,12.125151,12.142665,0.99972636
1136.html.txt,1,16.3,37.57,20.3,5.228500208,7221,314,142.9363057,22.99681529,1136.html.txt,153,0.012811072,0.99032533,12.125151,12.142665,0.99972636
1137.html.txt,1,16.3,37.57,20.3,5.228500208,7221,314,142.9363057,22.99681529,1137.html.txt,154,0.012811072,0.99032533,12.125151,12.142665,0.99972636
1138.html.txt,1,16.3,37.57,20.3,5.228500208,7221,314,142.9363057,22.99681529,1138.html.txt,155,0.012811072,0.99032533,12.125151,12.142665,0.99972636
1139.html.txt,1,6.0,80.62,4.2,3.5625,16,2,35.5,8.0,1139.html.txt,156,0.024947548,0.9842653,7.762296,10.954364,0.9977176
114.html.txt,1,13.9,54.6,18.8,4.746958637,411,32,73.28125,12.84375,114.html.txt,157,0.9197545,0.98997283,12.125518,12.159281,0.9987496
1140.html.txt,1,16.6,31.35,20.2,5.371647977,8204,487,106.9322382,16.84599589,1140.html.txt,158,0.04906238,0.978455,12.13884,12.152655,0.9997862
1141.html.txt,1,35.2,-17.08,44.6,5.415258329,8284,433,122.0900693,19.13163972,1141.html.txt,159,0.9184139,0.9946833,12.1291,12.162598,0.99880433
1142.html.txt,1,21.0,30.71,26.0,4.604255319,2585,242,59.14876033,10.68181818,1142.html.txt,160,0.011686872,0.9873378,12.140319,12.152018,0.99978477
1143.html.txt,1,16.0,38.49,20.2,5.259545674,4138,228,113.1491228,18.14912281,1143.html.txt,161,0.931704,0.9919214,12.137564,12.149775,0.99980766
1144.html.txt,1,16.0,38.49,20.2,5.259545674,4138,228,113.1491228,18.14912281,1144.html.txt,162,0.931704,0.9919214,12.137564,12.149775,0.99980766
1145.html.txt,1,16.1,43.5,21.5,5.138277813,3182,169,115.1242604,18.82840237,1145.html.txt,163,0.47612903,0.976268,12.11731,12.172368,0.99958736
1146.html.txt,1,16.1,43.5,21.5,5.138277813,3182,169,115.1242604,18.82840237,1146.html.txt,164,0.47612903,0.976268,12.11731,12.172368,0.99958736
1147.html.txt,1,22.4,21.84,28.0,5.175898753,5452,243,138.1316872,22.43621399,1147.html.txt,165,0.06118105,0.9929095,12.125741,12.153011,0.999814
