slug,language,title,grade_level,version,filename,f_grade,f_ease,ari,avg_tokenlength,documentlength_token,documentlength_sentence,avg_sentencelength_char,avg_sentencelength_token,Original_Index,newsela_bertRank,newsela_bert,newsela_bert_regression,os_eng_bertRank,os_eng_bert_regression
africanimmigrants-educated-spanish,es,Creciente población de inmigrantes africanos altamente preparados se encuentra subempleada,12.0,0,africanimmigrants-educated-spanish.es.0.txt,25.6,7.9,30.3,5.124103942652329,2232,101,134.97029702970298,22.099009900990097,40,3.992793,12.0,11.972712,3.7233007,1.5904136
africanimmigrants-educated-spanish,es,"Cada vez son más los inmigrantes africanos con preparación, pero sin buenos empleos",8.0,1,africanimmigrants-educated-spanish.es.1.txt,24.4,16.46,30.2,5.0635091496232505,929,46,121.8913043478261,20.195652173913043,41,3.0002024,12.0,10.648072,2.8934896,0.8591472
africanimmigrants-educated-spanish,es,Crece el número de profesionales africanos sin buenos empleos en EEUU,6.0,2,africanimmigrants-educated-spanish.es.2.txt,16.7,36.46,20.5,5.094240837696336,764,48,96.52083333333331,15.916666666666666,42,2.0029287,9.0,10.234236,1.9371154,0.39068493
africanimmigrants-educated-spanish,es,Africanos con preparación universitaria no encuentran buenos trabajos en EE.UU.,5.0,3,africanimmigrants-educated-spanish.es.3.txt,13.4,45.09,15.9,4.984732824427481,655,50,77.92,13.1,43,1.1862844,9.0,9.636776,0.98796135,0.0063384525
africanimmigrants-educated-spanish,es,Muchos africanos con educación no encuentran buenos trabajos en EE.UU.,3.0,4,africanimmigrants-educated-spanish.es.4.txt,10.5,52.7,12.1,4.946380697050938,373,38,57.94736842105263,9.81578947368421,44,0.010660468,9.0,8.748265,0.043311954,-0.16313499
afterschool-program-spanish,es,Un programa extracurricular en California prepara a los estudiantes para 'superar las dificultades',12.0,0,afterschool-program-spanish.es.0.txt,21.3,24.48,25.7,4.9671120246659815,973,51,113.3529411764706,19.07843137254902,45,3.9920619,12.0,11.951842,3.8516617,1.1379812
afterschool-program-spanish,es,Un programa tecnológico ayuda a los alumnos a salir de la pobreza,7.0,1,afterschool-program-spanish.es.1.txt,19.6,29.05,23.3,4.911255411255412,924,54,100.62962962962963,17.11111111111111,46,2.994657,12.0,11.381237,3.224902,0.5438226
afterschool-program-spanish,es,Un programa que prepara para superar las dificultades,5.0,2,afterschool-program-spanish.es.2.txt,16.7,36.46,19.2,4.79969650986343,659,47,80.87234042553192,14.02127659574468,47,2.0129738,12.0,10.059803,1.9459977,0.18406774
afterschool-program-spanish,es,En busca de la pasión por aprender,4.0,3,afterschool-program-spanish.es.3.txt,14.0,49.08,16.9,4.716006884681583,581,42,78.61904761904762,13.833333333333334,48,1.2609885,9.0,9.742119,0.99030554,0.030533874
afterschool-program-spanish,es,Un curso para quienes quieren aprender de verdad,2.0,4,afterschool-program-spanish.es.4.txt,8.7,62.78,10.3,4.721362229102168,323,36,50.94444444444444,8.972222222222221,49,0.00984397,7.0,6.4778543,0.09980443,-0.19728047
alamo-heritage-spanish,es,El Álamo y zona industrial en Japón declarados patrimonio de la humanidad,12.0,0,alamo-heritage-spanish.es.0.txt,50.2,-50.54,62.3,4.938973647711512,1442,52,164.09615384615384,27.73076923076923,50,3.992162,12.0,11.965543,3.7357926,1.6046301
alamo-heritage-spanish,es,El Álamo se suma a la lista de lugares declarados patrimonio mundial,9.0,1,alamo-heritage-spanish.es.1.txt,23.1,20.01,28.0,4.99793388429752,968,44,131.52272727272728,22.0,51,2.994273,12.0,11.773819,1.9655468,0.9273394
alamo-heritage-spanish,es,El Álamo se convierte en patrimonio de la humanidad,7.0,2,alamo-heritage-spanish.es.2.txt,16.8,36.36,20.2,5.03337169159954,869,50,104.44,17.38,52,2.1072855,12.0,11.374427,2.750295,0.5888636
alamo-heritage-spanish,es,El Álamo es declarado patrimonio de la humanidad,4.0,3,alamo-heritage-spanish.es.3.txt,10.5,52.6,11.9,4.93950177935943,562,45,73.82222222222222,12.488888888888887,53,1.0063007,9.0,8.882607,0.9916227,-0.15636079
alamo-heritage-spanish,es,"El Álamo, en Texas, es un lugar especial",2.0,4,alamo-heritage-spanish.es.4.txt,7.1,66.94,8.3,4.719444444444444,360,42,48.66666666666666,8.571428571428571,54,0.011096207,7.0,6.490481,0.048234746,-0.26659575
alien-immigrationlanguage-spanish,es,"¿Qué hay detrás de un nombre? Mucho,para quienes quieren que ""alien"" deje de aparecer en las leyes federales",12.0,0,alien-immigrationlanguage-spanish.es.0.txt,54.5,-67.12,68.3,5.304516129032258,775,36,134.97222222222223,21.52777777777778,55,3.9901261,12.0,11.965874,2.9157429,1.7607833
alien-immigrationlanguage-spanish,es,"Se pide la eliminación del término ""alien"" en las leyes federales",9.0,1,alien-immigrationlanguage-spanish.es.1.txt,26.9,4.65,33.7,5.389182058047494,758,46,104.6304347826087,16.47826086956522,56,3.002133,12.0,11.98448,3.8596442,1.3790556
alien-immigrationlanguage-spanish,es,"Los inmigrantes indocumentados no quieren seguir siendo ""aliens""",7.0,2,alien-immigrationlanguage-spanish.es.2.txt,19.9,22.92,24.2,5.306406685236769,718,48,93.77083333333331,14.958333333333334,57,2.0036087,12.0,11.960471,0.9885397,0.8083491
alien-immigrationlanguage-spanish,es,"Los inmigrantes son personas, no ""aliens""",5.0,3,alien-immigrationlanguage-spanish.es.3.txt,12.2,48.23,15.3,5.149691358024692,648,55,71.98181818181818,11.78181818181818,58,1.987812,12.0,9.778664,1.9427279,0.0935247
alien-immigrationlanguage-spanish,es,"Una persona sin documentos no debería ser llamada ""alien""",3.0,4,alien-immigrationlanguage-spanish.es.4.txt,9.3,55.74,12.1,5.183206106870229,393,46,52.34782608695652,8.543478260869565,59,0.015298459,9.0,8.7185955,0.08231188,-0.08679179
amusement-injuries-spanish,es,Una mirada a los accidentes en los parques temáticos,12.0,0,amusement-injuries-spanish.es.0.txt,31.8,-2.83,39.6,5.08297213622291,1615,62,157.82258064516128,26.048387096774192,60,3.9810236,12.0,11.95182,1.9604714,0.89008236
amusement-injuries-spanish,es,Rastreo de accidentes en montañas rusas y otras atracciones de parques temáticos,8.0,1,amusement-injuries-spanish.es.1.txt,27.3,9.05,33.9,5.080851063829787,1175,58,122.5,20.25862068965517,61,3.854385,12.0,11.733006,3.6122134,0.5838515
amusement-injuries-spanish,es,Los accidentes son raros en las atracciones de los parques temáticos de California,6.0,2,amusement-injuries-spanish.es.2.txt,18.4,32.19,22.6,5.0752293577981655,1090,68,96.79411764705884,16.029411764705884,62,2.0119593,12.0,11.73754,2.9268248,0.35573003
amusement-injuries-spanish,es,Más personas enfermas que heridas en los parques temáticos del sur de California,4.0,3,amusement-injuries-spanish.es.3.txt,11.4,50.36,13.9,5.099601593625498,753,68,67.05882352941177,11.073529411764708,63,1.0069834,9.0,8.178608,0.5889135,-0.09310369
amusement-injuries-spanish,es,Las montañas rusas parecen peligrosas pero en realidad no lo son,3.0,4,amusement-injuries-spanish.es.4.txt,10.0,54.12,12.2,5.12707182320442,362,39,56.51282051282051,9.282051282051285,64,0.951743,9.0,7.3114357,0.89007634,-0.19924831
animation-bighero6-spanish,es,El software responsable de la película 'Big Hero 6' supera límites de la animación digital,12.0,0,animation-bighero6-spanish.es.0.txt,36.3,-19.82,43.6,5.060142711518858,981,34,174.14705882352942,28.852941176470587,65,3.9874408,12.0,11.955468,3.4978905,1.484036
animation-bighero6-spanish,es,Los grandes héroes de 'Big Hero 6' son los ingenieros de software de Disney Animation,8.0,1,animation-bighero6-spanish.es.1.txt,27.1,4.25,31.7,4.987152034261242,934,42,132.52380952380952,22.23809523809524,66,2.9962852,9.0,11.430503,0.85882634,0.87890095
animation-bighero6-spanish,es,El resultado de 'Big Hero 6' fue espectacular gracias a los desarrolladores de software,6.0,2,animation-bighero6-spanish.es.2.txt,15.6,34.09,17.7,5.126126126126126,888,60,90.2,14.8,67,2.001865,9.0,10.004068,1.5616684,0.3230627
animation-bighero6-spanish,es,"En 'Big Hero 6', un robot es el héroe y los desarrolladores de software aportan al éxito",5.0,3,animation-bighero6-spanish.es.3.txt,12.6,41.9,13.4,5.034005037783375,794,64,74.453125,12.40625,68,1.063013,9.0,9.242244,1.043026,-0.044133097
animation-bighero6-spanish,es,El software de 'Big Hero 6' no fue tarea fácil para los realizadores de Disney,4.0,4,animation-bighero6-spanish.es.4.txt,10.9,46.37,11.2,4.9879154078549846,662,64,61.5625,10.34375,69,0.01276419,9.0,8.098116,0.09705349,-0.18823972
anthropology-trash-spanish,es,Profesora hace antropología con la basura de NY,12.0,0,anthropology-trash-spanish.es.0.txt,35.3,-11.87,43.7,5.009118541033435,658,27,145.8148148148148,24.37037037037037,70,3.9930644,12.0,11.979045,2.0591233,1.1195549
anthropology-trash-spanish,es,Profesora hace antropología con la basura de Nueva York,9.0,1,anthropology-trash-spanish.es.1.txt,23.9,17.88,29.0,4.955331412103747,694,32,128.65625,21.6875,71,3.0045688,12.0,11.63201,2.8895788,1.1750765
anthropology-trash-spanish,es,Profesora enseña la importancia del servicio de basura en Nueva York,7.0,2,anthropology-trash-spanish.es.2.txt,29.1,9.8,36.5,4.829512893982808,698,32,126.53125,21.8125,72,3.0030801,9.0,10.690507,2.9413896,0.88781583
anthropology-trash-spanish,es,¿Basura o algo más?,5.0,3,anthropology-trash-spanish.es.3.txt,16.4,42.68,19.8,4.691202872531418,557,33,95.54545454545456,16.87878787878788,73,1.0074965,9.0,10.331615,0.9957555,0.18353693
anthropology-trash-spanish,es,Más allá de la  basura,3.0,4,anthropology-trash-spanish.es.4.txt,10.1,59.03,11.5,4.551587301587301,252,25,55.52,10.08,74,0.009491215,9.0,8.743815,0.08911812,-0.18850915
apple-artgallery-spanish,es,Apple convierte sus tiendas en galerías para artistas de iPad y iPhone,12.0,0,apple-artgallery-spanish.es.0.txt,30.6,0.43,36.9,4.873727087576375,982,35,164.25714285714287,28.057142857142857,75,3.9923935,12.0,11.975168,3.7492566,1.1128899
apple-artgallery-spanish,es,Apple contrata artistas y pone galerías en sus tiendas para inspirar a los usuarios ,9.0,1,apple-artgallery-spanish.es.1.txt,17.3,40.45,20.9,4.740823136818688,899,45,114.24444444444444,19.97777777777777,76,2.9969778,12.0,11.343286,2.8913896,0.35424805
apple-artgallery-spanish,es,Usuarios de iPads y iPhones se ponen creativos y Apple pone galerías en sus tiendas,7.0,2,apple-artgallery-spanish.es.2.txt,16.7,36.66,18.9,4.784363177805801,793,47,97.1063829787234,16.872340425531913,77,2.0123115,9.0,9.525497,1.7674751,0.09687738
apple-artgallery-spanish,es,¡Fíjese en esta galería de arte! Apple está exhibiendo obras hechas con iPhones y iPads,5.0,3,apple-artgallery-spanish.es.3.txt,14.6,47.56,16.9,4.6078125,640,47,75.91489361702128,13.617021276595745,78,1.0052769,9.0,8.939218,0.9908098,-0.19421493
apple-artgallery-spanish,es,"Imagínese: las tiendas de Apple están exhibiendo arte hecho con iPhones, iPads y Macs",4.0,4,apple-artgallery-spanish.es.4.txt,9.4,66.27,11.6,4.506398537477148,547,53,56.39622641509434,10.320754716981131,79,0.11200567,9.0,7.570684,0.033436887,-0.2639133
arctic-barriers-spanish,es,Diversos tipos de animales aparecen en lugares inesperados... y esta es la razón,12.0,0,arctic-barriers-spanish.es.0.txt,41.1,-32.2,49.7,5.058080808080808,1980,53,225.9245283018868,37.35849056603774,80,3.9915416,12.0,11.956336,3.8463035,1.8555456
arctic-barriers-spanish,es,"Al derretirse el hielo ártico, los animales pueden migrar más lejos",9.0,1,arctic-barriers-spanish.es.1.txt,23.3,19.41,28.0,4.925434116445352,979,47,123.06382978723404,20.829787234042552,81,2.9973226,12.0,11.389283,2.9059176,1.4228857
arctic-barriers-spanish,es,¿Qué haces aquí? Insólitos encuentros de animales marinos,7.0,2,arctic-barriers-spanish.es.2.txt,19.9,28.24,23.3,4.8321678321678325,858,47,106.17021276595744,18.25531914893617,82,2.0003223,9.0,10.433844,2.0756392,0.57823884
arctic-barriers-spanish,es,"Aunque antes separados por océanos, ahora se reúnen debido al derretimiento del hielo ártico",5.0,3,arctic-barriers-spanish.es.3.txt,17.6,34.33,20.6,4.850903614457831,664,45,86.17777777777778,14.755555555555556,83,1.4081976,9.0,10.683575,1.0000433,0.38002196
arctic-barriers-spanish,es,El hielo ártico se derrite y los animales marinos pueden ahora ir a otro océano,3.0,4,arctic-barriers-spanish.es.4.txt,11.6,49.75,13.0,4.785365853658536,410,48,49.333333333333336,8.541666666666666,84,0.01055361,9.0,7.8997245,0.39639306,-0.1648421
asian-immigration-spanish,es,"En EE.UU., los asiáticos superarán a los hispanos como mayor grupo migrante",12.0,0,asian-immigration-spanish.es.0.txt,65.0,-89.11,80.7,4.816687737041719,791,26,176.19230769230768,30.423076923076923,85,3.9921002,12.0,11.971657,2.8740866,1.1002518
asian-immigration-spanish,es,Los inmigrantes asiáticos superarán a los hispanos en Estados Unidos en los próximos 50 años,9.0,1,asian-immigration-spanish.es.1.txt,28.7,5.3,34.6,4.87117903930131,916,37,144.75675675675674,24.75675675675676,86,2.9968374,12.0,11.594991,2.8770378,0.31773886
asian-immigration-spanish,es,Estados Unidos tendrá más inmigrantes asiáticos que hispanos para el 2055,7.0,2,asian-immigration-spanish.es.2.txt,18.5,31.89,21.2,4.793438639125152,823,44,107.86363636363636,18.704545454545453,87,2.5378187,12.0,10.871084,1.8960931,0.06565248
asian-immigration-spanish,es,"En 50 años, los asiáticos serán el mayor grupo de inmigrantes en Estados Unidos",5.0,3,asian-immigration-spanish.es.3.txt,11.7,49.65,13.2,4.918335901386749,649,47,81.36170212765957,13.808510638297872,88,1.0052394,9.0,8.60984,0.92814463,-0.16500211
asian-immigration-spanish,es,Más asiáticos se mudarán a Estados Unidos,3.0,4,asian-immigration-spanish.es.4.txt,7.8,65.22,9.7,4.885093167701863,322,32,58.875,10.0625,89,0.014476474,9.0,8.1031475,0.081896365,-0.25460517
asian-modelminority-spanish,es,Más allá de la imagen del 'grupominoritario modelo': los asiáticos en EE.UU.,12.0,0,asian-modelminority-spanish.es.0.txt,23.5,13.58,28.0,5.243933054393305,2390,93,159.98924731182797,25.6989247311828,90,3.9911206,12.0,11.971468,3.6327937,1.4701549
asian-modelminority-spanish,es,Relatos de asiáticos exitosos en EEUU omiten a los inmigrantes que viven en la pobreza,8.0,1,asian-modelminority-spanish.es.1.txt,19.5,23.84,23.0,5.211716341212744,973,50,120.36,19.46,91,2.9960515,12.0,11.817717,3.8407052,1.2811621
asian-modelminority-spanish,es,"Asiáticos en EEUU también son inmigrantes cansados, hambrientos y pobres",7.0,2,asian-modelminority-spanish.es.2.txt,16.5,31.75,19.0,5.171683389074693,897,53,103.98113207547168,16.92452830188679,92,2.9872775,12.0,11.397041,1.9463701,0.83453614
asian-modelminority-spanish,es,"Aunque a muchos inmigrantes asiáticos les va muy bien en EEUU, otros luchan por sobrevivir",5.0,3,asian-modelminority-spanish.es.3.txt,11.1,51.18,12.7,4.968468468468468,666,52,76.07692307692308,12.807692307692308,93,1.056946,12.0,9.291732,0.98887473,-0.046436757
asian-modelminority-spanish,es,"A muchos asiáticos les va muy bien en EEUU, pero otros son muy pobres",3.0,4,asian-modelminority-spanish.es.4.txt,9.6,54.93,10.9,4.927184466019417,412,41,59.170731707317074,10.048780487804878,94,0.00978172,9.0,7.731275,0.057539698,-0.23741776
atomettes-reunion-spanish,es,Las Atomettes: club de damas japonesas de eras pasadas pervive,12.0,0,atomettes-reunion-spanish.es.0.txt,33.2,-6.49,41.3,5.082403965303594,1614,59,165.76271186440678,27.35593220338983,95,3.9913833,12.0,11.960168,0.3648732,1.7887166
atomettes-reunion-spanish,es,"En los diferentes hechos de la vida, grandes o pequeños, las Atomettes siempre están allí para apoyarse",8.0,1,atomettes-reunion-spanish.es.1.txt,22.6,15.82,26.5,5.124888492417484,1121,55,124.30909090909093,20.381818181818183,96,3.0010734,9.0,10.975685,0.75369316,1.037184
atomettes-reunion-spanish,es,Las Atomettes continúan reuniéndose y compartiendo después de tantos años,7.0,2,atomettes-reunion-spanish.es.2.txt,14.6,42.14,17.4,5.058013765978368,1017,64,95.859375,15.890625,97,2.012382,9.0,9.601343,1.3279395,0.7253769
atomettes-reunion-spanish,es,Club de damas japonesas-americanas se mantiene unido a través de los años,5.0,3,atomettes-reunion-spanish.es.3.txt,11.5,50.06,14.0,5.144132653061225,784,62,77.33870967741936,12.64516129032258,98,1.6709714,9.0,8.728177,0.85744995,0.175664
atomettes-reunion-spanish,es,Estas amigas se mantienen unidas en las buenas y en las malas,4.0,4,atomettes-reunion-spanish.es.4.txt,10.3,53.21,12.3,5.069642857142857,560,51,66.27450980392157,10.980392156862743,99,0.015728652,9.0,8.22109,2.693434,-0.18697852
