filename,grade_level,f_grade,f_ease,ari,avg_tokenlength,documentlength_token,documentlength_sentence,avg_sentencelength_char,avg_sentencelength_token,slug,Original_Index,newsela_bertRank,newsela_bert_regression,os_eng_bertRank,os_eng_bert_regression
1061.html.txt,1,18.5,47.93,25.9,4.792096219931271,582,26,129.07692307692307,22.384615384615383,1061,70,0.94074214,8.615078,0.9464162,1.0521386
1062.html.txt,1,16.6,42.18,22.7,5.266465508271772,9611,438,137.14383561643837,21.942922374429223,1062,71,0.058246944,9.429899,0.38753188,1.8694326
1063.html.txt,1,16.6,42.18,22.7,5.266465508271772,9611,438,137.14383561643837,21.942922374429223,1063,72,0.058246944,9.429899,0.38753188,1.8694326
1064.html.txt,1,13.9,54.6,20.2,5.127568825126017,2579,134,117.56716417910448,19.246268656716417,1064,73,0.5933389,7.891545,0.74251074,1.0888085
1065.html.txt,1,25.2,25.26,34.7,5.041710114702815,1918,86,134.22093023255815,22.302325581395348,1065,74,0.80008495,9.187004,0.46262515,1.8372954
1066.html.txt,1,13.9,54.6,20.2,5.127568825126017,2579,134,117.56716417910448,19.246268656716417,1066,75,0.5933389,7.891545,0.74251074,1.0888085
1067.html.txt,1,25.2,25.26,34.7,5.041710114702815,1918,86,134.22093023255815,22.302325581395348,1067,76,0.80008495,9.187004,0.46262515,1.8372954
1068.html.txt,1,14.6,52.77,20.6,5.0538215286114445,4998,229,131.79039301310044,21.82532751091703,1068,77,0.02493075,10.15007,0.096810676,1.5366447
1069.html.txt,1,14.6,52.77,20.6,5.0538215286114445,4998,229,131.79039301310044,21.82532751091703,1069,78,0.02493075,10.15007,0.096810676,1.5366447
107.html.txt,1,15.5,45.12,21.7,5.376689806357326,10948,491,141.8757637474542,22.29735234215886,107,79,0.2073083,8.863263,0.9275834,1.6505239
1070.html.txt,1,14.6,52.77,20.6,5.0538215286114445,4998,229,131.79039301310044,21.82532751091703,1070,80,0.02493075,10.15007,0.096810676,1.5366447
1071.html.txt,1,14.6,52.77,20.6,5.0538215286114445,4998,229,131.79039301310044,21.82532751091703,1071,81,0.02493075,10.15007,0.096810676,1.5366447
1072.html.txt,1,13.6,55.51,19.8,5.166157035501425,19295,861,137.87688734030198,22.40998838559814,1072,82,0.47847763,7.985235,0.03220232,1.2770922
1073.html.txt,1,13.6,55.51,19.8,5.166157035501425,19295,861,137.87688734030198,22.40998838559814,1073,83,0.47847763,7.985235,0.03220232,1.2770922
1074.html.txt,1,13.6,55.51,19.8,5.166157035501425,19295,861,137.87688734030198,22.40998838559814,1074,84,0.47847763,7.985235,0.03220232,1.2770922
1075.html.txt,1,18.1,43.74,26.8,5.29894578313253,5312,347,95.8299711815562,15.30835734870317,1075,85,0.58835155,7.374103,0.140823,0.94688624
1076.html.txt,1,15.8,44.41,23.5,5.700093720712277,6402,294,145.54761904761904,21.77551020408164,1076,86,0.76465756,9.5325,0.3377576,1.9477977
1077.html.txt,1,19.1,35.68,27.5,5.596319018404908,1630,65,164.96923076923076,25.07692307692308,1077,87,0.0765405,9.528093,0.12323433,1.7663598
1078.html.txt,1,15.8,44.41,23.5,5.700093720712277,6402,294,145.54761904761904,21.77551020408164,1078,88,0.76465756,9.5325,0.3377576,1.9477977
1079.html.txt,1,15.8,44.41,23.5,5.700093720712277,6402,294,145.54761904761904,21.77551020408164,1079,89,0.76465756,9.5325,0.3377576,1.9477977
108.html.txt,1,14.6,47.46,20.5,5.351596835628479,3413,181,119.38121546961328,18.85635359116022,108,90,0.7598398,8.457167,0.8849118,1.4876325
1080.html.txt,1,16.4,42.79,22.7,5.309149972929074,1847,110,105.45454545454544,16.79090909090909,1080,91,0.9004435,8.104567,0.02885761,1.5878297
1081.html.txt,1,20.1,33.25,27.9,5.422157434402332,1715,97,112.96907216494846,17.68041237113402,1081,92,0.24926291,9.299121,0.72055256,1.7504247
1082.html.txt,1,17.2,40.76,23.0,5.210591133004926,2436,107,141.0,22.76635514018692,1082,93,0.8888928,7.979824,0.020161226,1.6528336
1083.html.txt,1,15.1,51.45,22.2,5.246029638285441,18827,821,142.91230207064555,22.931790499390985,1083,94,0.80787474,7.5313215,0.023191145,1.4645004
1084.html.txt,1,15.1,51.45,22.2,5.246029638285441,18827,821,142.91230207064555,22.931790499390985,1084,95,0.80787474,7.5313215,0.023191145,1.4645004
1085.html.txt,1,15.1,51.45,22.2,5.246029638285441,18827,821,142.91230207064555,22.931790499390985,1085,96,0.80787474,7.5313215,0.023191145,1.4645004
1086.html.txt,1,15.1,51.45,22.2,5.246029638285441,18827,821,142.91230207064555,22.931790499390985,1086,97,0.80787474,7.5313215,0.023191145,1.4645004
1087.html.txt,1,16.5,42.38,23.1,5.316091954022989,1392,81,108.07407407407408,17.185185185185187,1087,98,0.8324686,9.610574,0.020757996,1.4538018
1088.html.txt,1,16.6,42.18,22.7,5.266465508271772,9611,438,137.14383561643837,21.942922374429223,1088,99,0.058246944,9.429899,0.38753188,1.8694326
1089.html.txt,1,17.4,45.46,24.7,5.139305931577652,4063,160,155.4625,25.39375,1089,100,0.85527784,7.975861,0.020200588,1.7466891
109.html.txt,1,17.2,40.55,23.4,5.240354386967705,6998,353,123.29745042492918,19.82436260623229,109,101,0.9472265,8.935187,0.6525011,1.538928
1090.html.txt,1,20.2,32.74,29.1,5.614885265700483,6624,326,133.92638036809817,20.31901840490797,1090,102,0.53569686,9.266723,0.101795025,1.8599617
1091.html.txt,1,15.7,49.93,21.8,5.050793227569657,7501,305,148.48196721311476,24.59344262295082,1091,103,0.6767461,8.591137,0.10513889,1.6451515
1092.html.txt,1,17.2,40.55,23.2,5.227293473299863,4382,200,136.045,21.91,1092,104,0.75518876,9.980953,0.11886186,1.8377523
1093.html.txt,1,14.6,52.77,21.7,5.2548340225774,8947,431,129.461716937355,20.758700696055683,1093,105,0.8352303,9.66441,0.01724702,1.644559
1094.html.txt,1,17.1,40.96,23.9,5.397003745318352,5073,224,144.49553571428572,22.647321428571427,1094,106,0.8326187,9.635532,0.4871156,1.805933
1095.html.txt,1,20.3,32.64,27.9,5.374405004759962,7353,293,159.5665529010239,25.09556313993174,1095,107,0.63344526,9.815519,0.06719456,1.8922595
1096.html.txt,1,20.3,32.64,27.9,5.374405004759962,7353,293,159.5665529010239,25.09556313993174,1096,108,0.63344526,9.815519,0.06719456,1.8922595
1097.html.txt,1,16.1,49.01,22.1,4.953345272535244,21777,1002,129.07285429141717,21.733532934131738,1097,109,0.9365613,8.862924,0.94548655,1.7438284
1098.html.txt,1,18.1,38.42,26.7,5.667469879518072,830,44,125.3181818181818,18.863636363636363,1098,110,0.056626208,9.804355,0.041961014,1.7786691
1099.html.txt,1,18.1,38.42,26.7,5.667469879518072,830,44,125.3181818181818,18.863636363636363,1099,111,0.056626208,9.804355,0.041961014,1.7786691
11.html.txt,1,18.3,43.13,27.3,5.472066706372841,8395,333,162.75975975975976,25.21021021021021,11,112,0.12313345,9.750784,0.019206231,1.9371107
110.html.txt,1,18.0,44.04,24.4,4.991182572614108,1928,75,153.6266666666667,25.706666666666667,110,113,0.8084302,8.657891,0.05530628,1.0218989
1100.html.txt,1,18.1,38.42,26.7,5.667469879518072,830,44,125.3181818181818,18.863636363636363,1100,114,0.056626208,9.804355,0.041961014,1.7786691
1101.html.txt,1,18.4,42.92,26.7,5.259067357512953,772,46,104.45652173913044,16.782608695652176,1101,115,0.7996068,8.087465,0.4969072,1.5420958
1102.html.txt,1,14.6,52.77,23.1,5.365650969529086,361,28,81.5,12.892857142857142,1102,116,0.87740785,8.0645485,0.014609092,1.2983346
1103.html.txt,1,14.6,52.77,23.1,5.365650969529086,361,28,81.5,12.892857142857142,1103,117,0.87740785,8.0645485,0.014609092,1.2983346
1104.html.txt,1,18.4,42.92,26.7,5.259067357512953,772,46,104.45652173913044,16.782608695652176,1104,118,0.7996068,8.087465,0.4969072,1.5420958
1105.html.txt,1,18.4,42.92,26.7,5.259067357512953,772,46,104.45652173913044,16.782608695652176,1105,119,0.7996068,8.087465,0.4969072,1.5420958
1106.html.txt,1,18.4,42.92,26.7,5.259067357512953,772,46,104.45652173913044,16.782608695652176,1106,120,0.7996068,8.087465,0.4969072,1.5420958
1107.html.txt,1,20.0,33.35,28.0,5.446776611694153,7337,298,158.31543624161074,24.62080536912752,1107,121,0.9076837,7.8396697,0.8738076,1.6113979
1108.html.txt,1,20.0,33.35,28.0,5.446776611694153,7337,298,158.31543624161074,24.62080536912752,1108,122,0.9076837,7.8396697,0.8738076,1.6113979
1109.html.txt,1,20.0,33.35,28.0,5.446776611694153,7337,298,158.31543624161074,24.62080536912752,1109,123,0.9076837,7.8396697,0.8738076,1.6113979
111.html.txt,1,18.0,38.62,25.0,5.396208379799267,6277,272,147.22426470588235,23.077205882352946,111,124,0.053723525,9.062359,0.042630285,1.69089
1110.html.txt,1,23.0,30.84,32.4,5.272008862629247,13540,424,199.877358490566,31.933962264150946,1110,125,0.012691876,10.303203,0.9592212,1.9542507
1111.html.txt,1,20.0,33.35,28.0,5.446776611694153,7337,298,158.31543624161074,24.62080536912752,1111,126,0.9076837,7.8396697,0.8738076,1.6113979
1112.html.txt,1,20.0,33.35,28.0,5.446776611694153,7337,298,158.31543624161074,24.62080536912752,1112,127,0.9076837,7.8396697,0.8738076,1.6113979
1113.html.txt,1,16.3,48.3,21.4,4.794022713687986,16730,659,146.752655538695,25.386949924127467,1113,128,0.9373358,7.8789577,0.022129154,1.3719686
1114.html.txt,1,15.7,49.93,21.8,5.050793227569657,7501,305,148.48196721311476,24.59344262295082,1114,129,0.6767461,8.591137,0.10513889,1.6451515
1115.html.txt,1,15.7,49.93,21.8,5.050793227569657,7501,305,148.48196721311476,24.59344262295082,1115,130,0.6767461,8.591137,0.10513889,1.6451515
1116.html.txt,1,15.7,49.93,21.8,5.050793227569657,7501,305,148.48196721311476,24.59344262295082,1116,131,0.6767461,8.591137,0.10513889,1.6451515
1117.html.txt,1,20.5,37.44,28.0,5.021621621621621,1665,88,113.32954545454544,18.920454545454547,1117,132,0.9074154,8.6763935,0.94035345,1.2525228
1118.html.txt,1,17.1,35.65,23.8,5.71913835956918,1207,57,141.859649122807,21.17543859649123,1118,133,0.852688,8.273621,0.022802005,1.6541195
1119.html.txt,1,17.1,35.65,23.8,5.71913835956918,1207,57,141.859649122807,21.17543859649123,1119,134,0.852688,8.273621,0.022802005,1.6541195
112.html.txt,1,18.0,38.62,25.0,5.396208379799267,6277,272,147.22426470588235,23.077205882352946,112,135,0.053723525,9.062359,0.042630285,1.69089
1120.html.txt,1,16.5,42.48,23.5,5.524692344574077,12514,542,150.4889298892989,23.088560885608857,1120,136,0.13851517,8.204663,0.27354833,1.7095839
1121.html.txt,1,14.1,54.09,20.5,5.204872064493515,5706,236,149.70762711864407,24.17796610169492,1121,137,0.9103622,8.872941,0.16605209,1.685646
1122.html.txt,1,3.7,86.71,9.0,4.166666666666667,12,2,30.0,6.0,1122,138,0.040848527,5.7040744,0.9569729,0.4516324
1123.html.txt,1,13.8,54.9,19.8,5.12618841832325,28925,1146,154.43542757417103,25.23996509598604,1123,139,0.96578926,10.365046,0.8242964,1.8835019
1124.html.txt,1,24.3,27.5,34.1,5.299168975069252,361,13,174.3846153846154,27.76923076923077,1124,140,0.8446568,8.748193,0.029016024,1.8637477
1125.html.txt,1,13.5,55.71,19.5,5.160121765601217,9855,443,136.76749435665914,22.24604966139955,1125,141,0.89139026,8.596509,0.92562777,1.9231945
1126.html.txt,1,13.5,55.71,19.5,5.160121765601217,9855,443,136.76749435665914,22.24604966139955,1126,142,0.89139026,8.596509,0.92562777,1.9231945
1127.html.txt,1,16.5,47.8,23.1,5.087432643837998,5753,250,139.692,23.012,1127,143,0.9157528,9.714764,0.9335923,1.883848
1128.html.txt,1,16.5,47.8,23.1,5.087432643837998,5753,250,139.692,23.012,1128,144,0.9157528,9.714764,0.9335923,1.883848
1129.html.txt,1,16.5,47.8,23.1,5.087432643837998,5753,250,139.692,23.012,1129,145,0.9157528,9.714764,0.9335923,1.883848
113.html.txt,1,17.2,40.76,23.4,5.2913172175629,8108,340,149.75882352941176,23.84705882352941,113,146,0.9418089,8.742319,0.06793986,1.771521
1130.html.txt,1,16.5,47.8,23.1,5.087432643837998,5753,250,139.692,23.012,1130,147,0.9157528,9.714764,0.9335923,1.883848
1131.html.txt,1,17.1,46.37,24.4,5.073353709363712,3599,159,137.11949685534591,22.63522012578616,1131,148,0.7017907,8.562899,0.118903555,1.8027185
1132.html.txt,1,22.0,28.27,29.6,5.277923048188271,2677,106,158.0566037735849,25.25471698113208,1132,149,0.95628464,6.715367,0.018560437,1.5662661
1133.html.txt,1,16.8,47.19,25.2,5.466221232368226,4041,165,157.97575757575757,24.49090909090909,1133,150,0.7346742,10.14752,0.095886834,1.8192265
1134.html.txt,1,8.0,59.3,10.9,4.5,14,2,37.5,7.0,1134,151,0.33356693,5.8649383,0.033512384,0.6357068
1135.html.txt,1,14.6,47.35,20.0,5.27834008097166,23712,977,152.16376663254863,24.27021494370522,1135,152,0.8793421,9.596911,0.026067186,1.9070332
1136.html.txt,1,14.6,47.35,20.0,5.27834008097166,23712,977,152.16376663254863,24.27021494370522,1136,153,0.8793421,9.596911,0.026067186,1.9070332
1137.html.txt,1,14.6,47.35,20.0,5.27834008097166,23712,977,152.16376663254863,24.27021494370522,1137,154,0.8793421,9.596911,0.026067186,1.9070332
1138.html.txt,1,14.6,47.35,20.0,5.27834008097166,23712,977,152.16376663254863,24.27021494370522,1138,155,0.8793421,9.596911,0.026067186,1.9070332
1139.html.txt,1,20.0,44.28,28.7,4.809148264984227,634,50,73.02,12.68,1139,156,0.59367615,9.973616,0.09998558,1.6332463
114.html.txt,1,12.6,63.46,17.8,4.706867671691792,597,27,125.85185185185183,22.11111111111111,114,157,0.83226734,8.742375,0.06890533,1.5896206
1140.html.txt,1,16.8,36.36,22.5,5.514563106796117,2060,93,143.94623655913978,22.150537634408604,1140,158,0.8642616,8.714834,0.01818278,1.8907945
1141.html.txt,1,18.8,36.39,26.4,5.443213058419244,11640,453,165.2317880794702,25.6953642384106,1141,159,0.8816942,8.759416,0.035692252,1.9333541
1142.html.txt,1,21.8,34.19,28.5,4.684845005740528,1742,101,97.37623762376238,17.247524752475247,1142,160,0.7184048,7.220064,0.8667815,1.3544579
1143.html.txt,1,14.1,48.77,20.3,5.483316481294237,1978,104,122.9326923076923,19.01923076923077,1143,161,0.7257978,9.071215,0.052095853,1.7002903
1144.html.txt,1,14.1,48.77,20.3,5.483316481294237,1978,104,122.9326923076923,19.01923076923077,1144,162,0.7257978,9.071215,0.052095853,1.7002903
1145.html.txt,1,14.6,52.77,20.8,5.076735459662289,5330,293,110.10580204778157,18.19112627986348,1145,163,0.9448269,9.579565,0.033931248,1.6205727
1146.html.txt,1,14.6,52.77,20.8,5.076735459662289,5330,293,110.10580204778157,18.19112627986348,1146,164,0.9448269,9.579565,0.033931248,1.6205727
1147.html.txt,1,21.7,28.88,30.2,5.476013387876535,2689,102,170.2058823529412,26.362745098039216,1147,165,0.90041894,10.005962,0.01598086,1.7634709
1148.html.txt,1,14.6,52.77,20.8,5.076735459662289,5330,293,110.10580204778157,18.19112627986348,1148,166,0.9448269,9.579565,0.033931248,1.6205727
1149.html.txt,1,16.0,43.8,22.6,5.413471241170535,3964,185,137.12972972972972,21.427027027027027,1149,167,0.8491109,9.2469225,0.76841176,1.8068091
115.html.txt,1,7.2,72.16,14.8,4.631578947368421,19,3,34.666666666666664,6.333333333333333,115,168,0.19907485,5.7498765,0.019190228,0.42547184
1150.html.txt,1,16.0,43.8,22.6,5.413471241170535,3964,185,137.12972972972972,21.427027027027027,1150,169,0.8491109,9.2469225,0.76841176,1.8068091
1151.html.txt,1,16.0,43.8,22.6,5.413471241170535,3964,185,137.12972972972972,21.427027027027027,1151,170,0.8491109,9.2469225,0.76841176,1.8068091
1152.html.txt,1,17.5,39.84,24.0,5.315037593984963,2660,124,135.03225806451613,21.451612903225808,1152,171,0.8480117,9.254149,0.09523528,1.6487776
1153.html.txt,1,20.0,33.35,27.3,5.263671875,2048,113,112.96460176991152,18.12389380530973,1153,172,0.78925323,8.85991,0.24549624,1.5567834
1154.html.txt,1,14.4,47.86,21.4,5.515495798319328,14875,889,108.58942632170978,16.73228346456693,1154,173,0.933743,9.347108,0.046806306,1.9021449
1155.html.txt,1,11.2,61.6,18.1,5.351402757964812,2103,134,99.31343283582088,15.694029850746269,1155,174,0.932789,8.588692,0.019974943,1.7947048
1156.html.txt,1,18.5,37.31,25.8,5.420781581338988,3301,120,176.3,27.508333333333333,1156,175,0.93811023,10.310885,0.4039262,1.9380945
